Community,WT_Rxns_high_fiber_vmh,WT_Growth_high_fiber_vmh,WT_M1_Growth_high_fiber_vmh,WT_M2_Growth_high_fiber_vmh,MRM_Rxns_high_fiber_vmh,MRM_Growth_high_fiber_vmh,MRM_M1_Growth_high_fiber_vmh,MRM_M2_Growth_high_fiber_vmh,WT_Rxns_Mediterranian,WT_Growth_Mediterranian,WT_M1_Growth_Mediterranian,WT_M2_Growth_Mediterranian,MRM_Rxns_Mediterranian,MRM_Growth_Mediterranian,MRM_M1_Growth_Mediterranian,MRM_M2_Growth_Mediterranian,WT_Rxns_Unhealthy,WT_Growth_Unhealthy,WT_M1_Growth_Unhealthy,WT_M2_Growth_Unhealthy,MRM_Rxns_Unhealthy,MRM_Growth_Unhealthy,MRM_M1_Growth_Unhealthy,MRM_M2_Growth_Unhealthy,WT_Rxns_vegetarian_diet,WT_Growth_vegetarian_diet,WT_M1_Growth_vegetarian_diet,WT_M2_Growth_vegetarian_diet,MRM_Rxns_vegetarian_diet,MRM_Growth_vegetarian_diet,MRM_M1_Growth_vegetarian_diet,MRM_M2_Growth_vegetarian_diet,WT_Rxns_Western_VMH,WT_Growth_Western_VMH,WT_M1_Growth_Western_VMH,WT_M2_Growth_Western_VMH,MRM_Rxns_Western_VMH,MRM_Growth_Western_VMH,MRM_M1_Growth_Western_VMH,MRM_M2_Growth_Western_VMH,WT_Rxns_No_Diet,WT_Growth_No_Diet,WT_M1_Growth_No_Diet,WT_M2_Growth_No_Diet,MRM_Rxns_No_Diet,MRM_Growth_No_Diet,MRM_M1_Growth_No_Diet,MRM_M2_Growth_No_Diet
Acidaminococcus_fermentans_DSM_20731_AND_Bacteroides_thetaiotaomicron_VPI_5482,914,0.185783282412536,0,0.185783282412536,1044,0.0461065680891772,0.00943816075233213,0.0366684073368451,1278,0.1173051127218,0.0207472323192086,0.0965578804025916,1016,0.042944887714942,0.00459980878182375,0.0383450789331183,926,0.0596911214264911,0,0.0596911214264911,1028,0.0596911214264911,0.0156251311943487,0.0440659902321425,1270,0.0626813900855402,0.00970315520973962,0.0529782348758006,1055,0.038774951819151,0.00970315520973988,0.0290717966094111,1279,0.0322914195385375,0.0103953993591653,0.0218960201793722,1056,0.0322914195385375,0.0103953993591653,0.0218960201793722,1268,104.42015144731,31.1675553856063,73.2525960617032,1046,79.5452425008231,6.32649029952027,73.2187522013028
Acidaminococcus_fermentans_DSM_20731_AND_Bacteroides_uniformis_ATCC_8492,1111,0.0793606476552902,0.00943816075214993,0.0699224869031403,901,0.0259600569134283,0.00943816075233214,0.0165218961610962,1101,0.070114643602747,0.0207472323192086,0.0493674112835384,890,0.0457824819506897,0.0207472323192086,0.0250352496314811,1054,0.0330977076780619,0.0156251312024289,0.0174725764756331,899,0.0265662931778993,0.0156251311943507,0.0109411619835486,1124,0.0517158845541713,0.00970315520052488,0.0420127293536464,903,0.025986022650855,0.00970315520973979,0.0162828674411152,1153,0.508015411514806,0.0103953993591653,0.49762001215564,877,0.0337233147549466,0.0101413809307844,0.0235819338241622,1092,102.796796912033,31.3973628116944,71.3994341003388,908,60.0659063557093,6.46759401934806,53.5983123363613
Acidaminococcus_fermentans_DSM_20731_AND_Bifidobacterium_adolescentis_ATCC_15703,696,0.0292193126763552,0,0.0292193126763552,946,0.0292193126693293,0.00943816075233214,0.0197811519169972,1093,0.0453790327924846,0.0207472323192086,0.024631800473276,913,0.0453790327922181,0.0207472323192086,0.0246318004730095,679,0.0156251312024295,0,0.0156251312024295,465,0.015625131194351,0,0.015625131194351,726,0.00970315520645948,0.00970315520645948,0,513,0.00970315520973975,0.00970315520973975,0,1128,0.0828026194277486,0.0103953993591653,0.0724072200685832,932,0.0828026194277486,0.0103953993591653,0.0724072200685832,1065,73.1045832597251,17.3021222868434,55.8024609728817,935,50.3234722331599,6.54334428733178,43.7801279458281
Acidaminococcus_fermentans_DSM_20731_AND_Bifidobacterium_bifidum_PRL2010,748,0.0292193126763552,0,0.0292193126763552,457,0.0259249234955508,0,0.0259249234955508,743,0.0453790327922162,0,0.0453790327922162,461,0.0259249234955508,0,0.0259249234955508,726,0.0156251312024292,0,0.0156251312024292,449,0.0156251311943505,0,0.0156251311943505,729,0.00970315520645948,0,0.00970315520645948,452,0.00970315520973962,0,0.00970315520973962,1223,6.72802626621293,0.0103953993591653,6.71763086685376,1059,6.72802626621454,0.0103953993591653,6.71763086685538,1082,100.834883533929,26.3889180860325,74.4459654478966,925,56.4790825501129,1.14023343454959,55.3388491155633
Acidaminococcus_fermentans_DSM_20731_AND_Bifidobacterium_longum_NCC2705,994,0.0604250332583551,0.00943816075233214,0.050986872506023,774,0.0213563754109141,0.00943816075233213,0.011918214658582,992,0.0849797052574453,0.0453790328000592,0.0396006724573861,760,0.0232890412798113,0.016764910315006,0.00652413096480538,941,0.0330977076780619,0.0156251312024289,0.0174725764756331,767,0.0200084257610169,0.015625131194351,0.00438329456666589,976,0.0341574943141775,0.00970315520645966,0.0244543391077178,768,0.0280536180343914,0.00970315520973957,0.0183504628246518,973,0.0291332197758944,0.0103953993591653,0.0187378204167291,779,0.0216603757749521,0.00292255535822299,0.0187378204167291,909,88.8419392605945,30.2666027003908,58.5753365602037,769,60.2021621565471,6.47117750723867,53.7309846493084
Acidaminococcus_fermentans_DSM_20731_AND_Bilophila_wadsworthia_3_1_6,1014,0.00988651982344868,0.00943816075233214,0.00044835907111654,861,0.00988576753992456,0.00943816075233214,0.000447606787592424,850,0.0453790328000592,0.0453790328000592,0,498,0.0207472323192086,0.0207472323192086,0,843,0.0156251312024289,0.0156251312024289,0,509,0.0156251311943505,0.0156251311943505,0,821,0.00970315518810252,0.00970315518810252,0,513,0.00970315520973979,0.00970315520973979,0,1022,0.0148789900697992,0.0103953993591653,0.00448359071063388,863,0.0140892541830675,0.00960566347225825,0.00448359071080923,1015,53.1299452276298,31.4213662521041,21.7085789755257,847,28.8851348660474,10.5133235139816,18.3718113520659
Acidaminococcus_fermentans_DSM_20731_AND_Blautia_wexlerae_DSM_19850,1121,0.0520489983581872,0.00943816075233213,0.042610837605855,942,0.0192608456105114,0.00943816075233214,0.00982268485817925,1116,0.0633580699252926,0.0207472323192086,0.0426108376060839,929,0.0356102129268056,0.0207261242557403,0.0148840886710652,1109,0.0328109617404655,0.0156251312011984,0.0171858305392671,940,0.0328109617362883,0.0156251311943505,0.0171858305419378,1131,0.0363356202710499,0.00970315518320797,0.026632465087842,940,0.0296880772461571,0.00970315520973962,0.0199849220364175,1126,0.0417940129232214,0.0103953993591653,0.0313986135640561,940,0.0114765417027985,0.00828837902346822,0.00318816267933024,1093,72.0819441375395,30.6095401419225,41.472403995617,963,42.2460857919524,20.5196029255742,21.7264828663782
Acidaminococcus_fermentans_DSM_20731_AND_Citrobacter_amalonaticus_Y19,944,0.185783282412536,0,0.185783282412536,516,0.185783282412536,0,0.185783282412536,1335,0.145252274036523,0.00803083586078591,0.137221438175737,985,0.145252274036523,0.0207472323192086,0.124505041717315,932,0.0596911214264911,0,0.0596911214264911,996,0.0596911214264911,0.0156251311943509,0.0440659902321403,1330,0.0803408017108073,0.00970315520974031,0.070637646501067,998,0.0803408017108071,0.00970315520973988,0.0706376465010673,1358,8.97416682140578,0.0103953993591653,8.96377142204661,1022,4.49228111038247,0.0103953993591653,4.48188571102331,1289,153.509798368289,28.5759371831452,124.933861185144,1031,105.686563720082,5.43889915428359,100.247664565798
Acidaminococcus_fermentans_DSM_20731_AND_Clostridium_clostridioforme_CM201,1138,0.017152852364225,0.00943816075233214,0.00771469161189289,917,0.0171528523541537,0.00943816075233214,0.00771469160182157,1148,0.03035368725105,0.0207472323192086,0.0096064549318414,913,0.0303500773986857,0.0207413145195829,0.0096087628791028,809,0.0156251312024289,0.0156251312024289,0,509,0.0156251311943505,0.0156251311943505,0,781,0.00970315520645966,0.00970315520645966,0,520,0.00970315520973968,0.00970315520973968,0,1170,0.0297034005948774,0.0103953993591653,0.0193080012357121,931,0.0237327857791828,0.00442478454347069,0.0193080012357121,1133,96.607697486232,32.0394361786507,64.5682613075813,949,53.3982360315104,19.5586387113166,33.8395973201938
Acidaminococcus_fermentans_DSM_20731_AND_Collinsella_tanakaei_YIT_12063,1132,0.0171528523499064,0.00943816075233213,0.00771469159757422,926,0.0171528523541537,0.00943816075233214,0.00771469160182153,782,0.0453790327922162,0.0453790327922162,0,910,0.0226132180847828,0.00981263872032033,0.0128005793644625,785,0.0156251311943505,0.0156251311943505,0,510,0.0156251311943505,0.0156251311943505,0,786,0.00970315522263406,0.00970315522263406,0,513,0.00970315520973957,0.00970315520973957,0,1157,0.0439397535155029,0.0103953993591653,0.0335443541563376,935,0.0184583729804862,0.0103953993591653,0.00806297362132084,1123,92.8149930271301,29.359648615984,63.4553444111461,953,66.9627407768519,16.379565166125,50.583175610727
Acidaminococcus_fermentans_DSM_20731_AND_Coprococcus_catus_GD_7,1108,0.0171528523570657,0.00943816075233214,0.00771469160473361,911,0.0171528523541537,0.00943816075233214,0.00771469160182157,1107,0.0303536872405496,0.0207472323192086,0.00960645492134096,908,0.0279523985873307,0.0168106797205832,0.0111417188667475,757,0.01562513120243,0.01562513120243,0,520,0.0156251311943505,0.0156251311943505,0,751,0.00970315518504134,0.00970315518504134,0,521,0.00970315520973979,0.00970315520973979,0,1111,0.0438423855519161,0.0103953993591653,0.0334469861927508,462,0.0243728064474197,0,0.0243728064474197,1111,81.4155297147777,30.1456635443081,51.2698661704696,958,51.3898338320678,20.1531005945824,31.2367332374853
Acidaminococcus_fermentans_DSM_20731_AND_Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,1203,0.0947835223293939,0.00943816075233214,0.0853453615770617,980,0.0853742845684156,0.00853718490275078,0.0768370996656648,1219,0.129621012958304,0.0453790327922162,0.0842419801660878,500,0.0894339866702847,0,0.0894339866702847,834,0.0596911214264911,0,0.0596911214264911,977,0.0596911214264911,0.0156251311943509,0.0440659902321402,1215,0.0530134116177655,0.00970315520646018,0.0433102564113053,984,0.0433431295687523,0.00970315520973975,0.0336399743590126,1219,0.101747481428658,0.0103953993591653,0.0913520820694928,987,0.101747481428418,0.0103953993591653,0.0913520820692527,1170,96.9107687131334,30.8566837164102,66.0540849967232,988,29.8148342661652,18.5194834325683,11.2953508335969
Acidaminococcus_fermentans_DSM_20731_AND_Desulfovibrio_piger_ATCC_29098,1073,0.0649071846306376,0.00943816075233215,0.0554690238783054,863,0.0106661923718868,0.00943816075233214,0.00122803161955462,1087,0.070114643602747,0.0207472323192086,0.0493674112835384,848,0.0212681852161796,0.0207472323192086,0.000520952896971009,1059,0.0330977076780626,0.01562513120243,0.0174725764756326,510,0.0156251311943505,0.0156251311943505,0,1080,0.0364587645769658,0.00970315520645983,0.026755609370506,513,0.00970315520973979,0.00970315520973979,0,1079,0.0336646379519645,0.0103953993591653,0.0232692385927992,657,0.0221173090174676,1.6976574571903e-05,0.0221003324428957,1025,66.9790338842325,31.8389672712932,35.1400666129393,858,40.6884921585188,11.1710650380021,29.5174271205167
Acidaminococcus_fermentans_DSM_20731_AND_Dialister_invisus_DSM_15470,686,0.00943816075233215,0.00943816075233215,0,512,0.00943816075233214,0.00943816075233214,0,725,0.0453790328275209,0.04537903280006,2.74609603539949e-11,498,0.0207472323192086,0.0207472323192086,0,1081,0.015625131224799,0.0128309732943868,0.00279415793041228,853,0.0157150345510203,0.0156251311943537,8.99033566665613e-05,695,0.00970315520973962,0.00970315520973962,0,513,0.00970315520973997,0.00970315520973997,0,722,0.0103953993591653,0.0103953993591653,0,516,0.0103953993591653,0.0103953993591653,0,658,35.1433793480973,35.1433793480973,0,942,20.7766212954967,20.5196029255742,0.257018369922535
Acidaminococcus_fermentans_DSM_20731_AND_Dorea_longicatena_DSM_13814,942,0.0172815721418986,0.00943816075233214,0.00784341138956644,789,0.0172815721425774,0.00943816075233214,0.00784341139024526,943,0.030513971149636,0.0207472323192086,0.00976673883042734,778,0.0235624167664901,0.0207472323192086,0.00281518444728146,730,0.0156251311943505,0.0156251311943505,0,511,0.0156251311943505,0.0156251311943505,0,776,0.00970315520645879,0.00970315520645879,0,513,0.00970315520973975,0.00970315520973975,0,982,0.0291332197758944,0.0103953993591653,0.0187378204167291,801,0.020796052161016,0.0103953993591653,0.0104006528018507,952,77.6002649293291,30.235043470153,47.3652214591761,787,47.4010974082395,8.056775635985,39.3443217722545
Acidaminococcus_fermentans_DSM_20731_AND_Enterobacter_cloacae_EcWSU1,1328,0.185783282412536,0.00943816075233214,0.176345121660203,518,0.185783282412536,0,0.185783282412536,1329,0.129621012962226,0.0453790328000609,0.0842419801621655,996,0.0690261725205044,0.0207472323192086,0.0482789402012958,1220,0.0596911214264911,4.33160683075766e-05,0.0596478053581836,1005,0.0596911214264911,0.0156251311943505,0.0440659902321407,1354,0.0626813900838977,0.00970315520645461,0.0529782348774431,1012,0.0626813900855402,0.00970315520973975,0.0529782348758005,1430,6.73322396589413,0.0103953993591653,6.72282856653496,1029,6.73322396589413,0.0103953993591653,6.72282856653496,1279,171.017683446479,20.608776875088,150.408906571391,1040,133.544137726122,8.05677563598498,125.487362090137
Acidaminococcus_fermentans_DSM_20731_AND_Enterococcus_faecium_TX1330,963,0.0172815721455382,0.00943816075233214,0.00784341139320609,761,0.0172815721425776,0.00943816075233214,0.0078434113902455,955,0.0305139711423574,0.0207472323192086,0.00976673882314877,746,0.0250104410886421,0.0174174933903806,0.00759294769826155,769,0.0156251312024289,0.0156251312024289,0,510,0.0156251311943516,0.0156251311943516,0,766,0.00970315522481714,0.00970315522481714,0,513,0.00970315520973979,0.00970315520973979,0,965,0.0231801323459274,0.0103953993591653,0.0127847329867621,765,0.0197210273565443,0.0103953993591653,0.00932562799737901,919,87.2376212253079,29.4948208444075,57.7428003809004,766,50.468691628895,11.5336691510056,38.9350224778893
Acidaminococcus_fermentans_DSM_20731_AND_Escherichia_coli_str_K_12_substr_MG1655,1264,0.0793606476554002,0.00943816075233214,0.0699224869030681,831,0.0793606476554002,0.00943816075233214,0.0699224869030681,1281,0.070114643602747,0.0207472323192086,0.0493674112835384,819,0.070114643602747,0.0207472323192086,0.0493674112835384,1305,0.0330977076780619,0.0156251312024289,0.0174725764756331,510,0.0156251311943505,0.0156251311943505,0,1286,0.0517158845577532,0.00970315520646018,0.042012729351293,826,0.0517158845597324,0.00970315520973981,0.0420127293499926,1378,5.34172396654115,0.0103953993591653,5.33132856718199,910,0.297206575396267,0.0103953993591653,0.286811176037101,1274,157.832128183913,35.1134771112524,122.71865107266,916,107.149704148932,5.39616131923194,101.7535428297
Acidaminococcus_fermentans_DSM_20731_AND_Eubacterium_rectale_M104_1,980,0.0471676598630135,0.00943816075233213,0.0377294991106814,766,0.0122602322593797,0.00943816075233214,0.00282207150704759,966,0.0831085319010495,0.0453790327908822,0.0377294991101672,506,0.0207472323192086,0.0207472323192086,0,974,0.0330977076780626,0.01562513120243,0.0174725764756326,516,0.0156251311943516,0.0156251311943516,0,964,0.0364621820019839,0.00970315520974013,0.0267590267922438,520,0.00970315520973957,0.00970315520973957,0,955,0.0291332197758944,0.0103953993591653,0.0187378204167291,781,0.0205155663274657,0.0102022490474541,0.0103133172800115,914,85.9597341896331,23.2618263940745,62.6979077955585,759,58.5736966241597,10.6599052130963,47.9137914110634
Acidaminococcus_fermentans_DSM_20731_AND_Faecalibacterium_prausnitzii_L2_6,918,0.0172815721425777,0.00943816075233214,0.00784341139024559,763,0.0172815721425776,0.00943816075233214,0.00784341139024546,768,0.0453790327922162,0.0453790327922162,0,754,0.030665079115601,0.0209976222292588,0.00966745688634222,735,0.0156251312024289,0.0156251312024289,0,517,0.0156251311943505,0.0156251311943505,0,688,0.00970315520973992,0.00970315520973992,0,520,0.00970315520973992,0.00970315520973992,0,975,0.0291332197758944,0.0103953993591653,0.0187378204167291,772,0.0216603757749521,0.00292255535822299,0.0187378204167291,932,87.9085177796443,28.9646348280403,58.943882951604,762,43.7636843624537,16.5304896270546,27.2331947353991
Acidaminococcus_fermentans_DSM_20731_AND_Fusobacterium_varium_ATCC_27725,877,0.0292193126763552,0.0292193126763552,0,869,0.0165220191234132,0.00872931346665354,0.00779270565675967,843,0.0453790328000609,0.0453790328000609,0,498,0.0207472323192086,0.0207472323192086,0,798,0.0156251312024289,0.0156251312024289,0,509,0.0156251311943516,0.0156251311943516,0,812,0.00970315520974031,0.00970315520974031,0,513,0.00970315520973962,0.00970315520973962,0,1133,0.14461103298662,0.0828026194277486,0.0618084135588713,880,0.0195883401783693,0.00947550644124659,0.0101128337371227,1055,85.9627035984733,24.5663043345633,61.3963992639101,903,60.3104746817171,6.71047869429451,53.5999959874225
Acidaminococcus_fermentans_DSM_20731_AND_Haemophilus_parainfluenzae_T3T1,816,0.0292193126763562,0,0.0292193126763562,1042,0.0136190572970331,0.00902031334277183,0.00459874395426124,801,0.0453790328000625,0,0.0453790328000625,999,0.045379032792219,0.0207472323192086,0.0246318004730104,832,0.0156251312352947,3.28657583137984e-11,0.0156251312024289,510,0.0156251311943505,0.0156251311943505,0,820,0.00970315520973962,0,0.00970315520973962,512,0.00970315520973979,0.00970315520973979,0,853,0.0253344142683421,0,0.0253344142683421,1063,0.0253344142683421,0.00120163396584497,0.0241327803024971,1192,116.165354809167,18.4486639742883,97.7166908348787,1036,85.6437241913715,11.8308258287651,73.8128983626065
Acidaminococcus_fermentans_DSM_20731_AND_Helicobacter_pylori_26695,1059,0.0652231418078444,0.00943816075233214,0.0557849810555123,863,0.0587280210644941,0.00943816075233214,0.049289860312162,1067,0.084979705251907,0.0453790327908822,0.0396006724610248,849,0.0647982763009056,0.0207472323192086,0.044051043981697,1055,0.0330977076725227,0.0156251311932502,0.0174725764792725,510,0.0156251311943505,0.0156251311943505,0,1047,0.0364587645783668,0.00970315520645983,0.026755609371907,513,0.00970315520973975,0.00970315520973975,0,1033,0.0231801323459274,0.0103953993591653,0.0127847329867621,850,0.0197210273565443,0.0103953993591653,0.00932562799737901,1020,78.8000962971992,30.6402523109496,48.1598439862496,863,37.9751500533989,6.59616241914225,31.3789876342566
